~~~~~~~~~~~~~~~~~~~~~STARTING~~~~~~~~~~~~~~~~~~~~
Lambda = 65.00, Ts = 0.015, SimTime = 100.00

wAvg = 2, qAvg = 2
Arrival      Tw      Start       End        Tq
61.665     0.006    61.671     61.686     0.021
61.689     0.000    61.689     61.704     0.015
61.713     0.000    61.713     61.728     0.015
61.733     0.015    61.747     61.748     0.015
61.746     0.005    61.751     61.763     0.017
61.747     0.023    61.770     61.778     0.030
61.749     0.029    61.778     61.793     0.044
61.767     0.040    61.807     61.808     0.041
61.807     0.001    61.808     61.823     0.016
Tw(avg) = 0.018, Tq(avg) = 0.028
